Aachen;;;
Grigor;;;
Guido;;;
Guillaume;;;
Gunnar;;;
Günther;;;
Gustav;;;
Hannes;;;
Hans;;;
Hanno;;;
Harald;;;
Hartmut;;;
Hartwig;;;
Hauke;;;
Heiko;;;
Hein;;;
Heiner;;;
Heinrich;;;
Helge;;;
Helmut;;;
Hendrik;;;
Hendrick;;;
Henning;;;
Henri;;;
Henrik;;;
Henry;;;
Herbert;;;
Hermann;;;
Hernan;;;
Hervé;;;
Hidde;;;
Hieronymus;;;
Hilmar;;;
Hinnerk;;;
Hjalmar;;;
Hjörtur;;;
Hobart;;;
Holger;;;
Horst;;;
Howard;;;
Hubert;;;
Hugo;;;
Hugh;;;
Hugues;;;
Humbert;;;
Humphrey;;;
Husein;;;
Hussein;;;
Hylke;;;
Hynek;;;
Hector;;;
Helios;;;
Hektor;;;
Higinio;;;
Hilarion;;;
Hippolyt;;;
Ian;;;
Iain;;;
Ianis;;;
Iason;;;
Ib;;;
Ibrahim;;;
Icarus;;;
Ignace;;;
Ignacio;;;
Ignaz;;;
Ignatius;;;
Igor;;;
Iker;;;
Ilario;;;
Ildar;;;
Ildefons;;;
Ilias;;;
Ilian;;;
Ilija;;;
Ilir;;;
Ilja;;;
Ilkay;;;
Ilmari;;;
Imanol;;;
Imre;;;
Ingemar;;;
Ingo;;;
Ingolf;;;
Ingram;;;
Inigo;;;
Ioan;;;
Ion;;;
Ionut;;;
Iordan;;;
Iorgos;;;
Iosef;;;
Ippolito;;;
Irakli;;;
Irving;;;
Isa;;;
Isak;;;
Isaias;;;
Isidor;;;
Isidore;;;
Ismael;;;
Ismail;;;
Istvan;;;
Italo;;;
Ivan;;;
Ivano;;;
Ivo;;;
Ivor;;;
Jan;;;
Ján;;;
Jaan;;;
Jacek;;;
Jack;;;
Jacob;;;
Jakob;;;
Jakub;;;
Jamal;;;
Janos;;;
János;;;
Jari;;;
Jarle;;;
Jasper;;;
Jayson;;;
Jean;;;
Jens;;;
Jeremias;;;
Jerome;;;
Jérôme;;;
Jeroen;;;
Jesper;;;
Jesse;;;
Jiri;;;
Ji?í;;;
Joachim;;;
João;;;
Joaquin;;;
Joaquín;;;
Jock;;;
Johan;;;
Johann;;;
Johannes;;;
John;;;
Jon;;;
Jonas;;;
Jón;;;
Jónas;;;
Jonathan;;;
Jordi;;;
Joren;;;
Joris;;;
Jörn;;;
Jovan;;;
Jozef;;;
Józef;;;
Jozsef;;;
József;;;
Jules;;;
Julian;;;
Julien;;;
Julius;;;
Justus;;;
Kai;;;
Kaj;;;
Kalevi;;;
Kamil;;;
Karlo;;;
Karl;;;
Karol;;;
Kasimir;;;
Kasper;;;
Kaspar;;;
Kasper;;;
Kastor;;;
Katalin;;;
Károly;;;
Keir;;;
Keith;;;
Kenan;;;
Kenneth;;;
Keno;;;
Kenton;;;
Kerem;;;
Kieran;;;
Kilian;;;
Killian;;;
Kim;;;
Kjell;;;
Kjartan;;;
Klaas;;;
Klaus;;;
Klemen;;;
Klemens;;;
Knut;;;
Kobe;;;
Kolja;;;
Konrad;;;
Konstantin;;;
Kornel;;;
Kornelius;;;
Kostas;;;
Kostantinos;;;
Kostya;;;
Krystian;;;
Krystof;;;
Krzysztof;;;
Kristian;;;
Kristoffer;;;
Kristof;;;
Kurt;;;
Kuno;;;
Lars;;;
Lasse;;;
Lauri;;;
Laurens;;;
Laurent;;;
Laurin;;;
Lauritz;;;
Laurius;;;
Lazar;;;
Lázaro;;;
Leander;;;
Leandro;;;
Leif;;;
Leigh;;;
Lennard;;;
Lennart;;;
Lennon;;;
Lenny;;;
Leon;;;
León;;;
Leonard;;;
Leonardo;;;
Leonel;;;
Leopold;;;
Levente;;;
Levi;;;
Lewis;;;
Liam;;;
Linas;;;
Linus;;;
Lionel;;;
Lior;;;
Ljubomir;;;
Llorenç;;;
Lodewijk;;;
Loïc;;;
Loic;;;
Lorenzo;;;
Lorenz;;;
Loris;;;
Lothar;;;
Louis;;;
Luca;;;
Lucas;;;
Ludovic;;;
Ludwig;;;
Luigi;;;
Luis;;;
Luka;;;
Lukas;;;
Lukasz;;;
Lukáš;;;
Lukasz;;;
Max;;;
Maxim;;;
Maxime;;;
Maximilian;;;
Maximiliano;;;
Magnus;;;
Mads;;;
Mael;;;
Maël;;;
Mahir;;;
Maik;;;
Maksim;;;
Maksym;;;
Malte;;;
Manfred;;;
Manuel;;;
Marc;;;
Marcel;;;
Marcell;;;
Marcello;;;
Marcin;;;
Marco;;;
Marcos;;;
Marek;;;
Marius;;;
Mario;;;
Marin;;;
Marino;;;
Mark;;;
Marko;;;
Markus;;;
Marlon;;;
Marten;;;
Martin;;;
Matej;;;
Mateo;;;
Matéo;;;
Matheus;;;
Mathias;;;
Mathieu;;;
Matias;;;
Matteo;;;
Matthias;;;
Matthieu;;;
Matthijs;;;
Maurice;;;
Mauro;;;
Maksymilian;;;
Mihai;;;
Mihail;;;
Mika;;;
Mikael;;;
Mikkel;;;
Milan;;;
Nabil;;;
Nadir;;;
Nando;;;
Natan;;;
Nathan;;;
Nathanael;;;
Nathanel;;;
Navid;;;
Nazar;;;
Nazario;;;
Nejc;;;
Nello;;;
Nenad;;;
Neo;;;
Nestor;;;
Nevio;;;
Niall;;;
Niccolò;;;
Niccolo;;;
Niclas;;;
Nick;;;
Nicklas;;;
Nico;;;
Nicola;;;
Nicolai;;;
Nicolás;;;
Niels;;;
Nihat;;;
Nik;;;
Nika;;;
Niklas;;;
Niklaus;;;
Nikola;;;
Nikolas;;;
Nikolaos;;;
Nikos;;;
Nils;;;
Nino;;;
Noa;;;
Noah;;;
Noam;;;
Noel;;;
Noël;;;
Norbert;;;
Norman;;;
Nuno;;;
Odin;;;
Odo;;;
Odon;;;
Odran;;;
Oeneas;;;
Ofer;;;
Oke;;;
Oktavian;;;
Oktavio;;;
Oleg;;;
Oleksandr;;;
Olivier;;;
Oliver;;;
Olle;;;
Olof;;;
Oluf;;;
Omar;;;
Omer;;;
Onni;;;
Onofrio;;;
Orfeo;;;
Orhan;;;
Orin;;;
Orlando;;;
Orvar;;;
Oscar;;;
Oskar;;;
Osman;;;
Ossian;;;
Oswald;;;
Otello;;;
Othmar;;;
Othon;;;
Otis;;;
Otmar;;;
Ottavio;;;
Otto;;;
Ottokar;;;
Ove;;;
Ovid;;;
Ovidiu;;;
Owain;;;
Owen;;;
Oxana;;;
Pablo;;;
Paco;;;
Paolo;;;
Pascal;;;
Pascual;;;
Patrice;;;
Patrick;;;
Patrik;;;
Patryk;;;
Paul;;;
Paulo;;;
Pavel;;;
Pawel;;;
Pawe?;;;
Peer;;;
Pekka;;;
Pelle;;;
Per;;;
Pere;;;
Pericles;;;
Perry;;;
Petar;;;
Peter;;;
Petr;;;
Petros;;;
Petru;;;
Philipp;;;
Philip;;;
Philippe;;;
Philo;;;
Pier;;;
Pierre;;;
Piet;;;
Pieter;;;
Pietro;;;
Pim;;;
Pino;;;
Piotr;;;
Pius;;;
Plamen;;;
Platon;;;
Pol;;;
Policarpo;;;
Pontus;;;
Porfirio;;;
Primo;;;
Prosper;;;
Pål;;;
Péter;;;
Piero;;;
Quentin;;;
Quent;;;
Quincey;;;
Quincy;;;
Quirin;;;
Quirinus;;;
Quirino;;;
Quirijn;;;
Quirinio;;;
Quint;;;
Quinten;;;
Quintin;;;
Quintino;;;
Quintus;;;
Quinto;;;
Quirinian;;;
Quodvultdeus;;;
Quil;;;
Quilian;;;
Quillen;;;
Quillan;;;
Quill;;;
Quim;;;
Quince;;;
Quintilian;;;
Quintilius;;;
Quintilio;;;
Quinto;;;
Quirinianus;;;
Quiricus;;;
Quirinellus;;;
Quirinio;;;
Quirijn;;;
Quirino;;;
Quirinius;;;
Quirinus;;;
Quirico;;;
Quirico;;;
Quirico;;;
Quirico;;;
Quirico;;;
Quirico;;;
Quirin;;;
Quint;;;
Quinten;;;
Quintin;;;
Quintus;;;
Quinto;;;
Rafael;;;
Raphael;;;
Raffael;;;
Raffaele;;;
Raimund;;;
Raimondo;;;
Rainer;;;
Ralf;;;
Ralph;;;
Ramiro;;;
Ramon;;;
Ramón;;;
Rasmus;;;
Raoul;;;
Raul;;;
R?zvan;;;
Reinhold;;;
Reinhard;;;
Remo;;;
René;;;
Renato;;;
Rene;;;
Reto;;;
Reuben;;;
Rhett;;;
Richard;;;
Rick;;;
Rico;;;
Rikard;;;
Risto;;;
Rob;;;
Roberto;;;
Robin;;;
Rocco;;;
Roderick;;;
Rodrigo;;;
Roland;;;
Roman;;;
Romeo;;;
Ronald;;;
Ronan;;;
Ronny;;;
Roel;;;
Roeland;;;
Rolf;;;
Romain;;;
Romano;;;
Romuald;;;
Ronin;;;
Rory;;;
Ruben;;;
Rubén;;;
Rudolf;;;
Rüdiger;;;
Rupert;;;
Ruslan;;;
Rustam;;;
Sacha;;;
Sandro;;;
Sascha;;;
Sasha;;;
Saul;;;
Sava;;;
Saverio;;;
Sebastian;;;
Sebastiano;;;
Sébastien;;;
Selim;;;
Semjon;;;
Semjon;;;
Senad;;;
Serge;;;
Sergei;;;
Sergio;;;
Severin;;;
Severino;;;
Siegfried;;;
Sigmund;;;
Silas;;;
Silvano;;;
Silvester;;;
Silvio;;;
Simeon;;;
Simon;;;
Sindre;;;
Sinisa;;;
Siniša;;;
Sören;;;
Sorin;;;
Sotirios;;;
Spartak;;;
Stanislas;;;
Stanis?aw;;;
Stanko;;;
Stefan;;;
Stefano;;;
Stefanos;;;
Stellan;;;
Sten;;;
Stéphane;;;
Stig;;;
Stipe;;;
Stjepan;;;
Stoyan;;;
Stratos;;;
Suleiman;;;
Sven;;;
Svend;;;
Sverre;;;
Tadeo;;;
Tadeusz;;;
Talon;;;
Tamas;;;
Tamás;;;
Tanel;;;
Tarek;;;
Tarik;;;
Tarmo;;;
Taron;;;
Tassilo;;;
Tassos;;;
Teo;;;
Teodor;;;
Teodoro;;;
Teofil;;;
Terence;;;
Terje;;;
Tero;;;
Teun;;;
Thaddeus;;;
Theo;;;
Theodor;;;
Theodore;;;
Theodosius;;;
Theophil;;;
Thiago;;;
Thierry;;;
Thomas;;;
Tibor;;;
Tijmen;;;
Timo;;;
Timofei;;;
Timofey;;;
Timotej;;;
Timotheus;;;
Titus;;;
Tizian;;;
Tobias;;;
Tobiasz;;;
Todor;;;
Tom;;;
Tomas;;;
Tomás;;;
Tomek;;;
Tomi;;;
Tomislav;;;
Tommaso;;;
Toni;;;
Tonio;;;
Torbjörn;;;
Torben;;;
Tore;;;
Torgny;;;
Torsten;;;
Tosca;;;
Tristan;;;
Tudor;;;
Tuomas;;;
Ture;;;
Tymon;;;
Udo;;;
Ueli;;;
Ulf;;;
Ulises;;;
Ulisse;;;
Ulrich;;;
Ulrico;;;
Ulysse;;;
Ulysses;;;
Umberto;;;
Urban;;;
Urbain;;;
Urbano;;;
Uros;;;
Uroš;;;
Urs;;;
Ursin;;;
Ursinus;;;
Ursio;;;
Ursus;;;
Uwe;;;
Uzair;;;
Ubaldo;;;
Uberto;;;
Ugo;;;
Ulick;;;
Ulvar;;;
Ulvard;;;
Ulwin;;;
Ulmar;;;
Ulmann;;;
Ulmo;;;
Ulrik;;;
Ulric;;;
Ulricho;;;
Ulri;;;
Ulbert;;;
Ulan;;;
Ulderico;;;
Ulderik;;;
Uldis;;;
Ulfred;;;
Ulfar;;;
Ulgar;;;
Ulger;;;
Ulmaro;;;
Ulmos;;;
Ulvan;;;
Urian;;;
Ursic;;;
Ustin;;;
Ustino;;;
Uthman;;;
Vaclav;;;
Václav;;;
Valdemar;;;
Valentin;;;
Valer;;;
Valerian;;;
Valerio;;;
Valery;;;
Valter;;;
Vangelis;;;
Vanja;;;
Vasili;;;
Vasil;;;
Vasile;;;
Vasilis;;;
Vasiliy;;;
Vasyl;;;
Vedad;;;
Veikko;;;
Velimir;;;
Veljko;;;
Venceslav;;;
Vencel;;;
Veniamin;;;
Veno;;;
Ventura;;;
Vernon;;;
Verner;;;
Vespasian;;;
Viktor;;;
Victor;;;
Vidor;;;
Viggo;;;
Viktoras;;;
Vilhelm;;;
Vilmos;;;
Vince;;;
Vincent;;;
Vincenzo;;;
Vinko;;;
Vintila;;;
Viorel;;;
Virgil;;;
Virginio;;;
Vito;;;
Vittorio;;;
Vladimir;;;
Vladislav;;;
Vladan;;;
Vlado;;;
Vlastimil;;;
Vojtech;;;
Vojt?ch;;;
Volker;;;
Volodymyr;;;
Vratislav;;;
Waclaw;;;
Waldemar;;;
Walenty;;;
Waleri;;;
Walker;;;
Wallace;;;
Walter;;;
Walther;;;
Warren;;;
Wawrzyniec;;;
Wayne;;;
Werner;;;
Wesley;;;
Wido;;;
Wieslaw;;;
Wiktor;;;
Wilfred;;;
Wilhelm;;;
Willard;;;
William;;;
Willy;;;
Wilmar;;;
Wilmer;;;
Wilson;;;
Wim;;;
Wincenty;;;
Winfried;;;
Winston;;;
Witold;;;
Wit;;;
Witek;;;
Wladek;;;
Wlodzimierz;;;
Wojciech;;;
Wolf;;;
Wolfgang;;;
Wolfram;;;
Wout;;;
Wouter;;;
Wenzel;;;
Wenceslas;;;
Wendelin;;;
Wendell;;;
Wernher;;;
Werno;;;
Wido;;;
Wigbert;;;
Wiggo;;;
Wilko;;;
Wilken;;;
Willem;;;
Willer;;;
Willibald;;;
Xander;;;
Xandro;;;
Xaver;;;
Xaverius;;;
Xavi;;;
Xavier;;;
Xabier;;;
Xabian;;;
Xabiano;;;
Xabiel;;;
Xabio;;;
Xabir;;;
Xabito;;;
Xabriel;;;
Xabro;;;
Xacobe;;;
Xacobo;;;
Xalvador;;;
Xan;;;
Xande;;;
Xandro;;;
Xane;;;
Xanti;;;
Xanxo;;;
Xaquín;;;
Xaquino;;;
Xarles;;;
Xarlo;;;
Xaro;;;
Xaverio;;;
Xaverin;;;
Xaverius;;;
Xaviel;;;
Xaviero;;;
Xavierin;;;
Xaverl;;;
Xenos;;;
Xenon;;;
Xerxes;;;
Xerxio;;;
Xerxius;;;
Xesús;;;
Xim;;;
Ximo;;;
Xisco;;;
Xoan;;;
Xoel;;;
Xose;;;
Xosé;;;
Xulio;;;
Xurxo;;;
Yann;;;
Yannick;;;
Yanis;;;
Yanick;;;
Yannic;;;
Yannicko;;;
Yano;;;
Yanis;;;
Yanko;;;
Yaroslav;;;
Yaromir;;;
Yaroslav;;;
Yasin;;;
Yassine;;;
Yavor;;;
Yevgeni;;;
Yevgeny;;;
Ygor;;;
Yilmaz;;;
Ymer;;;
Yngve;;;
Yngvar;;;
Yngvi;;;
Yohan;;;
Yohann;;;
Yohannes;;;
Yordan;;;
Yorgos;;;
Yorick;;;
Yorik;;;
Yosef;;;
Younes;;;
Younis;;;
Youri;;;
Yurij;;;
Yuriy;;;
Yuri;;;
Yvan;;;
Yves;;;
Yvo;;;
Yvor;;;
Ywain;;;
Yvon;;;
Yvonne;;;
Yannis;;;
Yanko;;;
Yarno;;;
Yasen;;;
Yulian;;;
Yuliy;;;
Yurko;;;
Yveson;;;
Zacharias;;;
Zachary;;;
Zaccaria;;;
Zdenek;;;
Zden?k;;;
Zdravko;;;
Zdravko;;;
Zdravomir;;;
Zdzislaw;;;
Zdzis?aw;;;
Zeno;;;
Zenon;;;
Zénon;;;
Zenoah;;;
Zenobio;;;
Zenoš;;;
Zenošek;;;
Zerach;;;
Zbigniew;;;
Zbyszek;;;
Zdislav;;;
Zdravan;;;
Zdravin;;;
Zdravko;;;
Zdravomil;;;
Zef;;;
Zefir;;;
Zefirin;;;
Zefirino;;;
Zenoš;;;
Zenošek;;;
Zénobe;;;
Zénobio;;;
Zénon;;;
Zénone;;;
Zerachiel;;;
Zlatan;;;
Zlatko;;;
Zlatomir;;;
Zoltan;;;
Zoltán;;;
Zoran;;;
Zorislav;;;
Zosimos;;;
Zosim;;;
Zosime;;;
Zsigmond;;;
Anna;;;
Amelie;;;
Amalia;;;
Anastasia;;;
Alina;;;
Alena;;;
Alicia;;;
Alisa;;;
Alessia;;;
Aurora;;;
Anita;;;
Andrea;;;
Annika;;;
Antonia;;;
Aurelia;;;
Adriana;;;
Adela;;;
Adele;;;
Adeline;;;
Alma;;;
Alva;;;
Annelie;;;
Anouk;;;
Asta;;;
Astrid;;;
Agnes;;;
Agatha;;;
Alberta;;;
Albina;;;
Alessandra;;;
Alexandra;;;
Alexia;;;
Allegra;;;
Almut;;;
Amara;;;
Amaya;;;
Ambra;;;
Aminta;;;
Anca;;;
Aneta;;;
Anika;;;
Anja;;;
Anke;;;
Anni;;;
Annabel;;;
Annette;;;
Anouk;;;
Aria;;;
Ariana;;;
Ariane;;;
Ariella;;;
Arina;;;
Arlette;;;
Armelle;;;
Asia;;;
Asja;;;
Bianca;;;
Beatrice;;;
Beatrix;;;
Bella;;;
Belinda;;;
Benedetta;;;
Benedikte;;;
Berenice;;;
Bernadette;;;
Bernarda;;;
Berta;;;
Bertha;;;
Bettina;;;
Betty;;;
Bibi;;;
Biljana;;;
Birgit;;;
Birgitta;;;
Blanca;;;
Blanka;;;
Blanche;;;
Bozena;;;
Bogdana;;;
Borislava;;;
Branka;;;
Branislava;;;
Brenda;;;
Bridget;;;
Brigitta;;;
Brigitte;;;
Brina;;;
Britta;;;
Britt;;;
Brittany;;;
Bruna;;;
Brunella;;;
Brygida;;;
Batsheva;;;
Belen;;;
Beniamina;;;
Benita;;;
Benedikta;;;
Bodil;;;
Bojana;;;
Borka;;;
Borjana;;;
Boryana;;;
Branwen;;;
Briseida;;;
Brunhilda;;;
Brunhilde;;;
Clara;;;
Chiara;;;
Charlotte;;;
Carla;;;
Carmen;;;
Camilla;;;
Camille;;;
Cecilia;;;
Cecilie;;;
Cecilie;;;
Celina;;;
Celeste;;;
Celine;;;
Céleste;;;
Céline;;;
Cira;;;
Ciri;;;
Cinzia;;;
Claudia;;;
Claudie;;;
Claudine;;;
Clio;;;
Cloe;;;
Chloé;;;
Chloe;;;
Cora;;;
Corina;;;
Corinna;;;
Cornelia;;;
Cosima;;;
Cristina;;;
Christina;;;
Christine;;;
Christiane;;;
Christa;;;
Carolina;;;
Caroline;;;
Caterina;;;
Catalina;;;
Catarina;;;
Catrin;;;
Catrina;;;
Catriona;;;
Cerys;;;
Cecylia;;;
Csilla;;;
Csenge;;;
Csilla;;;
Cvetelina;;;
Cveta;;;
Cvijeta;;;
Daria;;;
Diana;;;
Daniela;;;
Danica;;;
Danielle;;;
Daphne;;;
Dariah;;;
Davina;;;
Debora;;;
Deborah;;;
Debora;;;
Delia;;;
Delilah;;;
Delfina;;;
Denisa;;;
Denise;;;
Desiree;;;
Desirée;;;
Diana;;;
Diane;;;
Dina;;;
Dominika;;;
Dominique;;;
Donata;;;
Donatella;;;
Dora;;;
Dorina;;;
Dorota;;;
Doris;;;
Dorothea;;;
Dorothy;;;
Dragana;;;
Dragica;;;
Dragomira;;;
Drazenka;;;
Drita;;;
Dubravka;;;
Dunja;;;
Dusana;;;
Dymphna;;;
Emma;;;
Emilia;;;
Emilie;;;
Emily;;;
Elena;;;
Elisa;;;
Elisabeth;;;
Elise;;;
Eliza;;;
Ella;;;
Ellie;;;
Eleonora;;;
Eleonore;;;
Eleanor;;;
Emanuela;;;
Emanuelle;;;
Ester;;;
Esther;;;
Eszter;;;
Edda;;;
Edith;;;
Edina;;;
Edita;;;
Eirini;;;
Eirene;;;
Eivor;;;
Elda;;;
Elfriede;;;
Eliane;;;
Elina;;;
Elin;;;
Elisa;;;
Elisabetta;;;
Eliska;;;
Elissa;;;
Elma;;;
Elodie;;;
Elvira;;;
Ema;;;
Emese;;;
Emmeline;;;
Emmi;;;
Emmy;;;
Ena;;;
Enik?;;;
Enrica;;;
Enza;;;
Erika;;;
Erna;;;
Ernestine;;;
Fabia;;;
Fabiana;;;
Fabienne;;;
Fabiola;;;
Fabrizia;;;
Fadila;;;
Fania;;;
Fanny;;;
Fatima;;;
Fatou;;;
Faustina;;;
Faustine;;;
Felicitas;;;
Felicity;;;
Felicia;;;
Felina;;;
Fenja;;;
Fenella;;;
Feodora;;;
Ferdinanda;;;
Fernanda;;;
Fernande;;;
Fiamma;;;
Fiorella;;;
Fiorenza;;;
Fiona;;;
Filipa;;;
Filippa;;;
Filiz;;;
Finja;;;
Fiona;;;
Flaminia;;;
Flavia;;;
Flavie;;;
Fleur;;;
Flora;;;
Florence;;;
Florentia;;;
Florentina;;;
Florentine;;;
Floriane;;;
Flossie;;;
Fonda;;;
Fortunata;;;
Fortunata;;;
Franca;;;
Frances;;;
Francesca;;;
Francine;;;
Franciska;;;
Franka;;;
Franziska;;;
Freda;;;
Frederica;;;
Frederike;;;
Freya;;;
Frida;;;
Frieda;;;
Friedel;;;
Friedl;;;
Fritzi;;;
Gabriela;;;
Gabriella;;;
Gabrielle;;;
Gaia;;;
Gala;;;
Galina;;;
Ganna;;;
Garnet;;;
Gaya;;;
Gemma;;;
Genovefa;;;
Genevieve;;;
Genoveva;;;
Georgina;;;
Georgine;;;
Geraldine;;;
Gerda;;;
Gerlinde;;;
Gertrud;;;
Gertrude;;;
Gesa;;;
Ghislaine;;;
Giada;;;
Giana;;;
Gianina;;;
Gianna;;;
Gigliola;;;
Gilda;;;
Ginevra;;;
Gisela;;;
Giselle;;;
Gita;;;
Giulia;;;
Giuliana;;;
Giulietta;;;
Giuseppina;;;
Gladys;;;
Glafira;;;
Glenda;;;
Gloria;;;
Gordana;;;
Gordana;;;
Grazia;;;
Graziella;;;
Greta;;;
Grete;;;
Grethel;;;
Grethe;;;
Griselda;;;
Gryzelda;;;
Gulnara;;;
Gulnaz;;;
Gulsum;;;
Gunda;;;
Gundula;;;
Gunilla;;;
Hanna;;;
Hannah;;;
Hanne;;;
Hannelore;;;
Hannelie;;;
Hedda;;;
Hede;;;
Hedi;;;
Hedvig;;;
Hedwig;;;
Heike;;;
Heidi;;;
Helena;;;
Helene;;;
Helen;;;
Helga;;;
Helmi;;;
Heloise;;;
Heloisa;;;
Hermine;;;
Hermina;;;
Hermione;;;
Herta;;;
Hertha;;;
Hester;;;
Hilde;;;
Hildegard;;;
Hildegund;;;
Hildur;;;
Hilke;;;
Hilla;;;
Hille;;;
Hilly;;;
Hilma;;;
Hina;;;
Hjördis;;;
Hilda;;;
Hildegarde;;;
Hildrun;;;
Hillevi;;;
Hind;;;
Holly;;;
Honorine;;;
Honoria;;;
Hope;;;
Hortense;;;
Hortensia;;;
Hulda;;;
Huma;;;
Huriye;;;
Husna;;;
Ida;;;
Idalia;;;
Idalina;;;
Idelina;;;
Idonea;;;
Ifigenia;;;
Iga;;;
Ignacia;;;
Ignazia;;;
Ilaria;;;
Ilda;;;
Ileana;;;
Ilena;;;
Iliana;;;
Ilka;;;
Ilma;;;
Ilona;;;
Ilonka;;;
Ilse;;;
Ilsa;;;
Imelda;;;
Imke;;;
Imogen;;;
Imola;;;
Ina;;;
Inara;;;
Ines;;;
Inès;;;
Inga;;;
Inge;;;
Ingeborg;;;
Ingrid;;;
Inka;;;
Inna;;;
Ioana;;;
Iolanda;;;
Iona;;;
Ione;;;
Ira;;;
Irina;;;
Iris;;;
Irma;;;
Isabel;;;
Isabella;;;
Isabelle;;;
Isadora;;;
Isolde;;;
Isotta;;;
Iulia;;;
Iuliana;;;
Jana;;;
Janina;;;
Janine;;;
Janette;;;
Janett;;;
Janka;;;
Janna;;;
Janne;;;
Jasmin;;;
Jasmine;;;
Jasminka;;;
Jasna;;;
Jelena;;;
Jelka;;;
Jelica;;;
Jemima;;;
Jenni;;;
Jennifer;;;
Jenny;;;
Jessica;;;
Jessika;;;
Jette;;;
Jitka;;;
Joana;;;
Joanna;;;
Joanne;;;
Jocelyn;;;
Jocelyne;;;
Jody;;;
Joelle;;;
Joëlle;;;
Johanna;;;
Johanne;;;
Jolana;;;
Jolanda;;;
Jolanta;;;
Jolene;;;
Jolie;;;
Jorinde;;;
Jorunn;;;
Josefa;;;
Josefina;;;
Josephine;;;
Josette;;;
Jovana;;;
Jovanka;;;
Joy;;;
Judith;;;
Judita;;;
Julia;;;
Juliana;;;
Juliane;;;
Julie;;;
Juliette;;;
Justina;;;
Justine;;;
Klara;;;
Klára;;;
Karina;;;
Karin;;;
Katrin;;;
Katrina;;;
Katarina;;;
Katarína;;;
Katerina;;;
Katherine;;;
Katharina;;;
Katharine;;;
Kathleen;;;
Kathy;;;
Katja;;;
Katya;;;
Kaja;;;
Kalina;;;
Kamila;;;
Kamilla;;;
Kamilia;;;
Karolina;;;
Karoline;;;
Karla;;;
Karolína;;;
Karmen;;;
Karmela;;;
Karmenka;;;
Kassandra;;;
Kassia;;;
Katia;;;
Katica;;;
Katinka;;;
Katlin;;;
Katriona;;;
Katy;;;
Kaya;;;
Kazimira;;;
Kenza;;;
Kerstin;;;
Kesia;;;
Khadija;;;
Kinga;;;
Kira;;;
Klara;;;
Klementina;;;
Klotilda;;;
Klothilde;;;
Kornelia;;;
Kornélia;;;
Ksenia;;;
Kseniya;;;
Kv?ta;;;
Kvetoslava;;;
Laura;;;
Lara;;;
Larissa;;;
Lena;;;
Leni;;;
Lea;;;
Leah;;;
Leonie;;;
Leonor;;;
Leonora;;;
Leonore;;;
Leticia;;;
Letizia;;;
Liana;;;
Liane;;;
Lidia;;;
Lidija;;;
Liesel;;;
Lieselotte;;;
Liliana;;;
Liliane;;;
Lili;;;
Lilia;;;
Lilith;;;
Lilla;;;
Lilli;;;
Lilly;;;
Lina;;;
Linda;;;
Line;;;
Linnea;;;
Linn;;;
Lisel;;;
Lisette;;;
Livia;;;
Liv;;;
Ljiljana;;;
Ljubica;;;
Ljubinka;;;
Lola;;;
Lolita;;;
Loredana;;;
Lore;;;
Loreen;;;
Loretta;;;
Lori;;;
Lorena;;;
Lorraine;;;
Lou;;;
Louise;;;
Louisa;;;
Lourdes;;;
Lucia;;;
Lucie;;;
Lucija;;;
Lucile;;;
Lucilla;;;
Lucinda;;;
Lucrezia;;;
Ludmila;;;
Ludmilla;;;
Maria;;;
Marie;;;
Mara;;;
Maren;;;
Marina;;;
Mariana;;;
Marianna;;;
Marianne;;;
Marietta;;;
Marija;;;
Marika;;;
Marilena;;;
Marilou;;;
Marina;;;
Marion;;;
Marisa;;;
Mariska;;;
Marita;;;
Marlene;;;
Marta;;;
Martina;;;
Martine;;;
Mathilde;;;
Matilda;;;
Maud;;;
Maya;;;
Melanie;;;
Melina;;;
Melinda;;;
Melissa;;;
Melita;;;
Melodie;;;
Mercedes;;;
Mia;;;
Michaela;;;
Michela;;;
Michele;;;
Milena;;;
Milica;;;
Milja;;;
Milla;;;
Mimi;;;
Mina;;;
Minerva;;;
Mira;;;
Miranda;;;
Mirela;;;
Mirella;;;
Mirjam;;;
Mirjana;;;
Miriam;;;
Miroslava;;;
Mirta;;;
Mita;;;
Monika;;;
Monique;;;
Mora;;;
Morgane;;;
Marta;;;
Myrta;;;
Nadia;;;
Nadja;;;
Nadine;;;
Nadira;;;
Nad?žda;;;
Naila;;;
Nairi;;;
Nala;;;
Nana;;;
Nanette;;;
Naomi;;;
Narcisa;;;
Narcissa;;;
Natalia;;;
Natalie;;;
Natalija;;;
Natasha;;;
Natascha;;;
Nataša;;;
Nausicaa;;;
Nausika;;;
Neda;;;
Nela;;;
Neli;;;
Nelia;;;
Nelida;;;
Nelija;;;
Nella;;;
Nelly;;;
Nena;;;
Nerina;;;
Nerissa;;;
Neta;;;
Nevena;;;
Nia;;;
Nicola;;;
Nicole;;;
Nicoleta;;;
Nicolette;;;
Nikola;;;
Nikol;;;
Nikola;;;
Nikolajka;;;
Nikolina;;;
Nikoleta;;;
Nila;;;
Nina;;;
Ninette;;;
Ninon;;;
Nives;;;
Noa;;;
Noelle;;;
Noëlle;;;
Noemi;;;
Noémie;;;
Nora;;;
Norah;;;
Norina;;;
Norma;;;
Olga;;;
Olena;;;
Olesia;;;
Olesya;;;
Olga;;;
